index,middle,ring,pinky
812,747,827,363
811,746,828,363
812,747,827,363
811,746,827,363
811,746,828,362
811,745,827,363
811,746,827,363
812,746,828,362
811,746,828,363
811,746,827,362
810,746,827,363
812,745,827,363
811,745,827,363
811,746,826,363
812,746,828,362
811,747,827,363
811,746,828,363
811,746,828,363
812,747,828,363
811,746,827,363
811,746,827,363
812,746,828,363
811,745,828,363
812,746,827,363
812,746,827,363
812,746,828,363
812,746,827,363
812,745,827,362
812,745,828,363
812,747,827,362
812,746,827,363
811,746,827,362
811,746,828,362
811,746,828,363
811,746,828,363
811,746,827,363
811,746,827,362
811,746,827,363
811,746,828,362
812,745,828,363
812,746,827,363
812,746,827,363
811,747,827,363
811,745,829,361
811,745,828,361
812,746,827,363
811,745,830,361
811,746,827,363
810,746,827,363
810,746,829,361
812,747,828,362
811,745,827,362
812,745,828,362
809,746,830,361
812,747,822,366
813,749,821,368
811,743,833,358
812,748,822,367
810,744,833,357
808,745,831,359
810,747,824,365
811,747,826,364
811,745,831,364
809,746,828,362
810,745,828,363
813,747,824,360
809,744,831,360
813,747,824,366
811,746,827,363
812,746,827,363
811,746,827,363
811,746,827,363
811,746,828,362
812,746,828,363
811,746,827,363
811,746,828,363
811,746,827,363
811,746,827,363
811,746,827,362
811,746,828,363
811,746,827,363
811,746,828,363
811,746,827,363
812,746,828,363
812,746,827,363
811,746,827,363
811,746,827,362
812,746,827,363
811,746,827,363
812,745,828,363
812,746,827,363
812,746,827,363
811,746,828,363
812,746,828,363
812,746,827,362
812,746,828,363
811,746,828,362
811,746,827,363
811,746,826,364
812,746,827,364
812,746,827,364
811,746,827,363
811,746,827,363
811,746,827,363
811,745,827,363
811,746,827,363
812,746,828,362
811,746,827,363
811,746,827,362
811,746,827,364
812,746,827,362
811,745,827,363
811,746,827,363
811,746,827,362
811,746,826,363
813,746,827,364
812,746,828,362
812,746,828,363
811,746,827,363
811,746,827,362
811,745,828,362
812,746,828,362
811,745,828,362
811,746,827,363
811,745,826,363
812,746,827,363
812,746,828,363
811,746,827,363
811,745,828,363
811,746,827,363
811,745,828,363
811,746,828,363
811,746,828,363
810,746,827,362
811,746,828,363
810,746,827,363
,,,,
802,736,820,365
802,736,819,365
803,736,820,365
803,736,820,364
803,736,820,365
803,736,820,365
802,737,820,365
803,736,819,365
802,736,820,365
802,736,819,365
803,736,820,365
803,736,820,365
800,734,823,361
801,737,818,367
803,738,816,368
804,738,816,368
804,735,821,363
801,734,824,361
802,733,822,362
803,738,816,369
803,738,815,368
803,734,822,363
801,738,817,367
802,738,818,367
805,735,819,365
800,735,821,362
801,735,821,363
803,736,820,365
803,736,819,365
803,736,819,366
802,736,819,364
803,735,820,364
802,735,819,366
802,736,819,365
802,736,819,365
802,736,819,365
803,736,820,365
803,736,819,365
803,735,819,365
803,736,820,365
803,736,819,365
802,735,820,365
802,734,822,364
802,735,821,363
803,736,818,366
803,736,820,365
803,736,818,367
803,736,820,365
802,735,822,364
803,736,818,366
803,736,819,365
802,734,821,364
803,737,817,367
803,736,818,366
802,735,821,363
801,736,818,366
803,735,821,364
803,736,820,365
803,736,819,366
803,736,819,365
803,736,819,365
803,736,820,364
802,737,820,365
802,736,820,365
803,736,819,364
802,736,819,365
802,735,820,364
803,736,819,365
802,736,821,364
802,737,819,365
803,737,819,365
803,737,817,366
803,735,820,364
802,737,818,366
802,737,818,367
804,736,819,366
801,735,821,363
804,737,818,367
804,735,819,365
802,735,820,363
801,734,822,363
801,736,821,363
803,737,817,367
802,736,821,364
802,736,820,365
802,736,820,365
803,736,819,365
802,736,819,364
803,735,820,364
803,736,820,365
803,736,819,365
802,736,819,365
803,736,820,365
803,735,819,365
802,734,820,365
802,736,819,365
803,736,820,365
803,736,819,365
802,736,820,365
803,736,820,366
802,736,819,365
802,736,819,364
803,736,819,365
802,736,819,365
802,736,820,365
802,735,820,365
804,738,815,369
805,737,817,367
803,734,822,363
802,733,823,361
802,737,818,366
804,738,815,369
805,736,818,366
803,734,822,362
800,733,818,365
801,737,817,366
803,739,815,370
804,736,818,368
801,734,824,361
804,737,815,369
801,735,820,364
805,735,819,364
802,736,820,365
802,736,820,365
802,736,819,365
802,736,819,365
802,736,819,365
803,735,820,365
801,735,820,365
802,736,819,365
802,735,820,365
803,736,820,365
804,736,820,365
803,735,819,365
802,736,820,365
803,735,819,365
803,735,820,365
801,735,822,363
802,737,818,367
804,736,819,366
803,735,820,363
803,737,819,366
803,736,818,366
802,734,820,363
803,737,817,366
802,734,822,362
801,735,821,363
804,736,819,366
803,736,819,364
804,736,817,366
802,735,820,364
802,736,820,365
803,736,819,365
803,736,818,365
802,736,820,364
802,736,820,364
802,736,820,365
803,736,819,365
802,735,820,365
802,736,819,365
802,736,820,365
802,735,822,363
801,734,822,363
804,738,817,366
803,737,818,366
802,736,820,364
802,737,817,367
803,737,817,367
803,735,820,364
801,734,822,363
801,737,819,367
803,737,817,367
804,736,818,366
802,734,822,363
800,735,821,362
803,737,816,367
802,736,819,365
802,737,819,365
802,734,819,365
802,736,819,365
803,736,819,366
803,735,819,365
803,736,820,365
802,736,820,364
802,736,820,365
803,736,820,365
802,736,819,365
802,736,819,365
802,736,819,365
802,736,820,365
803,736,820,365
802,736,820,365
803,736,819,364
803,736,819,366
802,736,820,365
803,736,819,365
803,736,819,365
802,735,821,365
803,735,819,365
802,735,819,365
,,,,
802,735,819,365
802,734,818,365
799,734,818,365
802,734,819,364
801,734,818,365
802,735,819,365
801,734,819,365
802,734,819,365
801,734,819,365
802,734,818,366
801,734,819,365
801,735,819,365
802,736,819,365
801,734,819,365
802,735,818,365
801,734,819,364
799,734,821,362
798,734,821,363
802,733,822,362
799,732,823,360
800,735,818,365
802,737,814,369
804,736,815,368
804,736,815,368
799,735,820,363
799,735,820,364
803,736,816,367
804,736,816,365
799,732,823,361
799,732,823,361
804,736,814,369
801,735,819,365
801,734,818,365
801,734,819,365
801,734,819,365
801,735,818,365
801,733,820,363
801,735,817,366
802,736,817,366
801,734,821,363
800,734,820,364
803,736,817,366
802,734,820,364
801,734,820,363
801,735,818,366
803,735,817,366
804,735,819,366
801,734,821,362
801,734,819,364
802,734,817,366
802,736,815,368
800,734,821,364
800,735,818,366
801,736,815,367
804,735,817,366
802,733,820,364
799,734,820,364
801,735,821,363
801,735,817,366
803,736,815,369
803,734,818,366
802,734,817,366
802,735,818,365
802,735,819,365
802,734,819,366
802,734,818,365
801,734,818,365
801,735,818,365
801,734,819,364
802,735,819,365
801,735,818,365
802,734,818,365
802,734,817,365
801,734,818,366
802,734,819,366
801,734,819,365
801,734,819,365
802,735,818,365
801,734,819,366
801,734,819,365
801,734,819,365
801,735,818,365
801,735,818,364
801,734,818,365
802,734,818,365
801,735,820,365
802,734,819,366
802,735,819,365
802,735,819,365
801,734,818,365
801,735,819,365
801,734,818,365
801,734,819,364
801,735,818,366
802,735,818,365
801,734,818,365
802,735,818,365
802,734,819,365
802,734,819,364
801,735,818,366
801,734,816,366
801,734,818,365
801,735,819,364
801,734,819,365
802,735,818,366
801,734,818,365
801,735,818,365
802,734,819,365
800,734,819,365
801,735,818,366
800,732,823,361
799,734,819,364
801,736,815,368
803,734,819,366
800,732,823,361
799,734,821,363
801,737,815,369
802,737,816,368
800,732,823,361
800,734,822,364
801,736,815,369
802,734,821,366
799,736,816,368
799,735,818,365
800,736,817,367
801,734,819,365
801,735,818,364
802,734,818,365
802,735,819,365
801,734,819,365
802,733,821,363
801,734,816,366
800,735,818,365
802,736,817,366
802,733,819,364
